inchi_parent,record_id,smiles_resolved,cid,iupac_name,names_resolved,logBB_resolved,logBB_resolution_comment,BBB+/BBB-_resolved,BBB+/BBB-_resolution_comment
"InChI=1S/C19H26N4O/c1-22-18-8-4-3-7-15(18)17(21-22)12-19(24)20-16-9-11-23(2)10-5-6-14(16)13-23/h3-4,7-8,14,16H,5-6,9-13H2,1-2H3/p+1",R45_hemmateenejad_2006:5,Cn1nc(CC(=O)NC2CC[N+]3(C)CCCC2C3)c2ccccc21,,,,-0.08,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C19H26N4O5/c1-14(24)21-7-8-22(17(12-21)11-20-6-5-18(25)13-20)19(26)10-15-3-2-4-16(9-15)23(27)28/h2-4,9,17-18,25H,5-8,10-13H2,1H3/t17-,18-/m0/s1",R28_li_2005:371,CC(=O)N1CCN(C(=O)Cc2cccc([N+](=O)[O-])c2)[C@@H](CN2CC[C@H](O)C2)C1,44310946.0,1-[(2S)-4-acetyl-2-[[(3S)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-(3-nitrophenyl)ethanone,Gr94839_G|1-[(2S)-4-Acetyl-2-[[(3S)-3-Hydroxypyrrolidin-1-Yl]Methyl]Piperazin-1-Yl]-2-(3-Nitrophenyl)Ethanone,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H26N4O5/c1-14(24)21-8-9-22(17(12-21)11-20-7-6-18(25)13-20)19(26)10-15-2-4-16(5-3-15)23(27)28/h2-5,17-18,25H,6-13H2,1H3/t17-,18-/m0/s1",R28_li_2005:369,CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1,44311016.0,1-[(2S)-4-acetyl-2-[[(3S)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-(4-nitrophenyl)ethanone,Gr94839_E|1-[(2S)-4-Acetyl-2-[[(3S)-3-Hydroxypyrrolidin-1-Yl]Methyl]Piperazin-1-Yl]-2-(4-Nitrophenyl)Ethanone,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H26N6O/c1-4-15(11-26)22-19-23-17(20-10-14-8-6-5-7-9-14)16-18(24-19)25(12-21-16)13(2)3/h5-9,12-13,15,26H,4,10-11H2,1-3H3,(H2,20,22,23,24)/t15-/m1/s1",R26_chico_2009:359,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,160355.0,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol,Roscovitine|Seliciclib,-0.72,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C19H26O3/c1-18-10-8-15(20)17(22)14(18)4-3-11-12-5-6-16(21)19(12,2)9-7-13(11)18/h11-13,22H,3-10H2,1-2H3/t11-,12-,13-,18+,19-/m0/s1",R14_ghose_2012:576|R23_gupta_2019:610,C[C@]12CCC(=O)C(O)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,11273.0,"(8R,9S,10R,13S,14S)-4-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthrene-3,17-dione",Formestane,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27Cl2N3O3/c20-17-2-1-14(9-18(17)21)10-19(27)24-6-5-22(7-8-25)11-15(24)12-23-4-3-16(26)13-23/h1-2,9,15-16,25-26H,3-8,10-13H2/t15-,16-/m1/s1",R28_li_2005:400,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(CCO)C[C@@H]1CN1CC[C@@H](O)C1,44310721.0,"2-(3,4-dichlorophenyl)-1-[(2R)-4-(2-hydroxyethyl)-2-[[(3R)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]ethanone","Sb205563|2-(3,4-Dichlorophenyl)-1-[(2R)-4-(2-Hydroxyethyl)-2-[[(3R)-3-Hydroxypyrrolidin-1-Yl]Methyl]Piperazin-1-Yl]Ethanone",,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27FN2O3/c1-14(2)21-19(24)25-17-9-12-22(13-10-17)11-3-4-18(23)15-5-7-16(20)8-6-15/h5-8,14,17H,3-4,9-13H2,1-2H3,(H,21,24)",R6_adenot_2004:1128,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,30429.0,[1-[4-(4-fluorophenyl)-4-oxobutyl]piperidin-4-yl] N-propan-2-ylcarbamate,Carperone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H27N3O/c1-19(2)12-22(17-7-5-4-6-16(17)19)18(23)20-13-10-14-8-9-15(11-13)21(14)3/h4-7,13-15H,8-12H2,1-3H3,(H,20,23)/t13?,14-,15+",R6_adenot_2004:1395,CN1[C@@H]2CC[C@H]1CC(NC(=O)N1CC(C)(C)c3ccccc31)C2,71785.0,"3,3-dimethyl-N-[(1S,5R)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl]-2H-indole-1-carboxamide",Ricasetron,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H27N3O3/c1-15(23)21-9-10-22(19(25)11-16-5-3-2-4-6-16)17(13-21)12-20-8-7-18(24)14-20/h2-6,17-18,24H,7-14H2,1H3/t17-,18+/m0/s1",R28_li_2005:372,CC(=O)N1CCN(C(=O)Cc2ccccc2)[C@@H](CN2CC[C@@H](O)C2)C1,44310943.0,1-[(2S)-4-acetyl-2-[[(3R)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-phenylethanone,Gr94839_H|1-[(2S)-4-Acetyl-2-[[(3R)-3-Hydroxypyrrolidin-1-Yl]Methyl]Piperazin-1-Yl]-2-Phenylethanone,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27N3O4S/c1-17(2)12(15(24)25)22-13(23)11(14(22)27-17)21-16(26)18-4-9-3-10(5-18)7-19(20,6-9)8-18/h9-12,14H,3-8,20H2,1-2H3,(H,21,26)(H,24,25)/t9?,10?,11-,12+,14-,18?,19?/m1/s1",R6_adenot_2004:136,CC1(C)S[C@@H]2[C@H](NC(=O)C34CC5CC(CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O,10318432.0,"(2S,5R,6R)-6-[(3-aminoadamantane-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",Amantocillin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3",R14_ghose_2012:510,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,71329.0,N-[4-[2-[2-[4-(methanesulfonamido)phenoxy]ethyl-methylamino]ethyl]phenyl]methanesulfonamide,Dofetilide,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27N5/c1-16-6-2-3-7-17(16)23-14-12-22(13-15-23)11-9-19-21-20-18-8-4-5-10-24(18)19/h2-3,6-7H,4-5,8-15H2,1H3",R23_gupta_2019:496,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,3033538.0,"3-[2-[4-(2-methylphenyl)piperazin-1-yl]ethyl]-5,6,7,8-tetrahydro-[1,2,4]triazolo[4,3-a]pyridine",Dapiprazole,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27N5O3/c1-21-17(26)15-16(23-14(11-20)24-18(15)27-10-9-25)22-12-13-3-7-19(8-4-13)5-2-6-19/h13,25H,2-10,12H2,1H3,(H,21,26)(H,22,23,24)",R26_chico_2009:224,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OCCO,25030810.0,2-cyano-4-(2-hydroxyethoxy)-N-methyl-6-(spiro[3.5]nonan-7-ylmethylamino)pyrimidine-5-carboxamide,Irie-13B|2-Cyano-4-(2-Hydroxyethoxy)-N-Methyl-6-(Spiro[3.5]Nonan-7-Ylmethylamino)Pyrimidine-5-Carboxamide,0.7,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C19H27N5O3/c1-4-6-17(25)23-7-5-8-24(10-9-23)19-21-14-12-16(27-3)15(26-2)11-13(14)18(20)22-19/h11-12H,4-10H2,1-3H3,(H2,20,21,22)",R14_ghose_2012:409,CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,2472.0,"1-[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)-1,4-diazepan-1-yl]butan-1-one",Bunazosin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27N5O4/c1-24(8-5-7-21-18(25)14-6-4-9-28-14)19-22-13-11-16(27-3)15(26-2)10-12(13)17(20)23-19/h10-11,14H,4-9H2,1-3H3,(H,21,25)(H2,20,22,23)",R23_gupta_2019:332,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,2092.0,"N-[3-[(4-amino-6,7-dimethoxyquinazolin-2-yl)-methylamino]propyl]oxolane-2-carboxamide",Alfuzosin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27N5O5/c1-21-17(14-18(26)22(2)19(21)27)20-9-11-23(12-13-25)10-3-4-15-5-7-16(8-6-15)24(28)29/h5-8,14,20,25H,3-4,9-13H2,1-2H3",R23_gupta_2019:1079,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,4486.0,"6-[2-[2-hydroxyethyl-[3-(4-nitrophenyl)propyl]amino]ethylamino]-1,3-dimethylpyrimidine-2,4-dione",Nifekalant Hydrochloride|Nifekalant,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27NO/c1-13(2)7-9-20-10-8-19(4)14(3)18(20)11-15-5-6-16(21)12-17(15)19/h5-7,12,14,18,21H,8-11H2,1-4H3",R41_toropov_2017:201|R41_toropov_2017:294|R46_mendoza_valencia_2017:303,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,4736.0,"1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",Talwin,0.54,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C19H27NO/c1-13(2)7-9-20-10-8-19(4)14(3)18(20)11-15-5-6-16(21)12-17(15)19/h5-7,12,14,18,21H,8-11H2,1-4H3/t14-,18+,19+/m0/s1",R3_abraham_2006:220|R3_abraham_2006:221|R6_adenot_2004:1076|R14_ghose_2012:185|R21_muehlbacher_2011:109|R25_brito_sanchez_2015:347|R26_chico_2009:303|R28_li_2005:215|R40_vilar_2010:178|R47_radchenko_2020:186|R51_doninger_2002:274,CC(C)=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@@H]1[C@@H]2C,441278.0,"(1R,9R,13R)-1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",Pentazocine,,Failed to categorise LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H27NO3/c1-12(2)7-14-11-20-6-5-13-8-18(22-3)19(23-4)9-15(13)16(20)10-17(14)21/h8-9,12,14,16H,5-7,10-11H2,1-4H3",R6_adenot_2004:1226|R14_ghose_2012:241|R23_gupta_2019:235|R51_doninger_2002:308,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,6018.0,"9,10-dimethoxy-3-(2-methylpropyl)-1,3,4,6,7,11b-hexahydrobenzo[a]quinolizin-2-one",Tetrabenazine|Tetrabenzine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H27NO3/c1-13(2)15-8-10-16(11-9-15)18(21)20-17(19(22)23)12-14-6-4-3-5-7-14/h3-7,13,15-17H,8-12H2,1-2H3,(H,20,21)(H,22,23)/t15?,16?,17-/m1/s1",R14_ghose_2012:710,CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,5311309.0,(2R)-3-phenyl-2-[(4-propan-2-ylcyclohexanecarbonyl)amino]propanoic acid,Nateglinide,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H27NO4/c1-20-9-8-18-11-13(21)6-7-19(18,22)15(20)10-12-4-5-14(23-2)17(24-3)16(12)18/h4-5,13,15,21-22H,6-11H2,1-3H3/t13-,15-,18-,19-/m1/s1",R6_adenot_2004:1094,COc1ccc2c(c1OC)[C@]13CCN(C)[C@H](C2)[C@]1(O)CC[C@@H](O)C3,5463863.0,"(1R,9R,10S,13R)-3,4-dimethoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene-10,13-diol",Drotebanol,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H27NO4/c1-22-16-13-15(14-17(23-2)19(16)24-3)9-10-18(21)20-11-7-5-4-6-8-12-20/h9-10,13-14H,4-8,11-12H2,1-3H3/b10-9+",R6_adenot_2004:1430,COc1cc(/C=C/C(=O)N2CCCCCCC2)cc(OC)c1OC,6443803.0,"(E)-1-(azocan-1-yl)-3-(3,4,5-trimethoxyphenyl)prop-2-en-1-one",Cinoctramide,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H28ClN5O/c1-3-18-21-25(19(26)24(18)4-2)10-6-9-22-11-13-23(14-12-22)17-8-5-7-16(20)15-17/h5,7-8,15H,3-4,6,9-14H2,1-2H3",R6_adenot_2004:1465,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,40589.0,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-4,5-diethyl-1,2,4-triazol-3-one",Etoperidone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H28N2/c1-20(2)14-9-15-21-18-12-6-4-3-5-10-16(18)17-11-7-8-13-19(17)21/h7-8,11,13H,3-6,9-10,12,14-15H2,1-2H3",R6_adenot_2004:561,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,21722.0,"3-(6,7,8,9,10,11-hexahydrocycloocta[b]indol-5-yl)-N,N-dimethylpropan-1-amine",Iprindole,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H28N2O4/c1-16(22)25-15-19(23)20-9-6-12-24-18-8-5-7-17(13-18)14-21-10-3-2-4-11-21/h5,7-8,13H,2-4,6,9-12,14-15H2,1H3,(H,20,23)",R23_gupta_2019:896,CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,5105.0,[2-oxo-2-[3-[3-(piperidin-1-ylmethyl)phenoxy]propylamino]ethyl] acetate,Roxatidine Acetate,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H28N4O2S/c1-12-10-16(22-14(3)13(12)2)19(6,7)26-18(4,5)11-21-17-15(23(24)25)8-9-20-17/h8-10,20-21H,11H2,1-7H3",R28_li_2005:153,Cc1cc(C(C)(C)SC(C)(C)CNc2[nH]ccc2[N+](=O)[O-])nc(C)c1C,,,15,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H28N4O2S/c1-4-23(5-2)26(24,25)21-14-10-16-15-7-6-8-17-19(15)13(11-20-17)9-18(16)22(3)12-14/h6-8,11,14,16,18,20-21H,4-5,9-10,12H2,1-3H3/t14-,16+,18+/m0/s1",R6_adenot_2004:995,CCN(CC)S(=O)(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,68847.0,"(6aR,9S,10aR)-9-(diethylsulfamoylamino)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",Etisulergine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H28NO3/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3/q+1",R14_ghose_2012:600|R51_doninger_2002:61,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,3494.0,"(1,1-dimethylpyrrolidin-1-ium-3-yl) 2-cyclopentyl-2-hydroxy-2-phenylacetate",Glycopyrrolate|Glycopyrronium Bromide,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3",R46_mendoza_valencia_2017:433,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,5408.0,"17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",17-Hydroxyandrost-4-En-3-One,0.0,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h11,14-17,21H,3-10H2,1-2H3/t14-,15-,16-,17-,18-,19-/m0/s1",R7_andres_2006:168|R25_brito_sanchez_2015:517|R28_li_2005:414|R29_subramanian_2003:164|R51_doninger_2002:132,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,6013.0,"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",Testosterone,0.0,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C19H29Cl2N3O2S/c1-27(25,26)22-16-7-5-15(6-8-16)9-10-23-11-13-24(14-12-23)18-4-2-3-17(20)19(18)21/h2-4,15-16,22H,5-14H2,1H3",R47_radchenko_2020:320,CS(=O)(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,70683583.0,"N-[4-[2-[4-(2,3-dichlorophenyl)piperazin-1-yl]ethyl]cyclohexyl]methanesulfonamide","Piperazinederivatives 8|N-[4-[2-[4-(2,3-Dichlorophenyl)Piperazin-1-Yl]Ethyl]Cyclohexyl]Methanesulfonamide",1.0,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C19H29IO2/c1-3-22-19(21)15-9-7-5-4-6-8-12-16(2)17-13-10-11-14-18(17)20/h10-11,13-14,16H,3-9,12,15H2,1-2H3",R23_gupta_2019:681,CCOC(=O)CCCCCCCCC(C)c1ccccc1I,3037234.0,ethyl 10-(2-iodophenyl)undecanoate,Iophendylate|Ethyl 10-(2-Iodophenyl)Undecanoate,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H29N5O2/c1-19(2)14-16(25)24(17(26)15-19)9-4-3-8-22-10-12-23(13-11-22)18-20-6-5-7-21-18/h5-7H,3-4,8-15H2,1-2H3",R6_adenot_2004:1472,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,55191.0,"4,4-dimethyl-1-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]piperidine-2,6-dione",Gepirone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H29NO/c21-19(17-9-3-1-4-10-17,18-11-5-2-6-12-18)13-16-20-14-7-8-15-20/h1,3-4,9-10,18,21H,2,5-8,11-16H2",R7_andres_2006:138|R14_ghose_2012:211|R23_gupta_2019:208|R26_chico_2009:329|R29_subramanian_2003:138|R51_doninger_2002:294,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,4919.0,1-cyclohexyl-1-phenyl-3-pyrrolidin-1-ylpropan-1-ol,Procyclidine Hydrochloride|Procyclidine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H29NO5/c1-18(2,3)16(22)24-14-9-8-12(13(21)11-20-7)10-15(14)25-17(23)19(4,5)6/h8-10,13,20-21H,11H2,1-7H3",R6_adenot_2004:100|R23_gupta_2019:531,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,3105.0,"[2-(2,2-dimethylpropanoyloxy)-4-[1-hydroxy-2-(methylamino)ethyl]phenyl] 2,2-dimethylpropanoate",Dipivefrine|Dipivefrin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H30N2O6S/c1-12(11-19(2,3)21(4)5)20-18(22)16-9-13-8-14(25-6)15(26-7)10-17(13)28(23,24)27-16/h8,10,12,16H,9,11H2,1-7H3,(H,20,22)",R6_adenot_2004:623,COc1cc2c(cc1OC)S(=O)(=O)OC(C(=O)NC(C)CC(C)(C)N(C)C)C2,65789.0,"N-[4-(dimethylamino)-4-methylpentan-2-yl]-6,7-dimethoxy-1,1-dioxo-3,4-dihydro-2,1lambda6-benzoxathiine-3-carboxamide",Tisocromide,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H30NO2/c1-5-15(2)18(16-9-7-6-8-10-16)19(21)22-17-11-13-20(3,4)14-12-17/h6-10,15,17-18H,5,11-14H2,1-4H3/q+1",R6_adenot_2004:106,CCC(C)C(C(=O)OC1CC[N+](C)(C)CC1)c1ccccc1,27490.0,"(1,1-dimethylpiperidin-1-ium-4-yl) 3-methyl-2-phenylpentanoate",Pentapiperium,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H30O3/c1-17-11-22-16(20)10-12(17)4-5-13-14(17)6-8-18(2)15(13)7-9-19(18,3)21/h12-15,21H,4-11H2,1-3H3/t12-,13+,14-,15-,17-,18-,19-/m0/s1",R14_ghose_2012:743|R23_gupta_2019:803|R51_doninger_2002:101,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,5878.0,"(1S,3aS,3bR,5aS,9aS,9bS,11aS)-1-hydroxy-1,9a,11a-trimethyl-2,3,3a,3b,4,5,5a,6,9,9b,10,11-dodecahydroindeno[4,5-h]isochromen-7-one",Oxandrolone,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H30O5/c1-14-15(12-10-8-6-4-5-7-9-11-13-20)17(22)19(24-3)18(23-2)16(14)21/h20H,4-13H2,1-3H3",R14_ghose_2012:112|R23_gupta_2019:289,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,3686.0,"2-(10-hydroxydecyl)-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",Idebenone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H31NO4/c1-4-5-6-7-8-9-10-11-12-24-18-16(22-2)13-15(19(20)21)14-17(18)23-3/h13-14H,4-12H2,1-3H3,(H2,20,21)",R6_adenot_2004:436,CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,26929.0,"4-decoxy-3,5-dimethoxybenzamide",Decimemide,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H32N2O5/c1-4-8-14(19(25)26-5-2)20-12(3)17(22)21-15-10-7-6-9-13(15)11-16(21)18(23)24/h12-16,20H,4-11H2,1-3H3,(H,23,24)/t12-,13-,14-,15-,16-/m0/s1",R14_ghose_2012:762|R23_gupta_2019:826|R50_sobanska_2019:60,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,107807.0,"(2S,3aS,7aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxopentan-2-yl]amino]propanoyl]-2,3,3a,4,5,6,7,7a-octahydroindole-2-carboxylic acid",Perindopril Erbumine|Perindopril,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H35ClN2O5S/c1-4-5-6-7-11-8-12(21-9-11)18(26)22-13(10(2)20)17-15(24)14(23)16(25)19(27-17)28-3/h10-17,19,21,23-25H,4-9H2,1-3H3,(H,22,26)/t10-,11?,12+,13+,14+,15-,16-,17-,19-/m1/s1",R6_adenot_2004:125,CCCCCC1CN[C@H](C(=O)N[C@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)Cl)C1,23724965.0,"(2S)-N-[(1R,2R)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-4-pentylpyrrolidine-2-carboxamide",Mirincamycin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H35N/c1-3-9-16(10-4-1)19(17-11-5-2-6-12-17)15-18-13-7-8-14-20-18/h16-20H,1-15H2",R23_gupta_2019:825,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,4746.0,"2-(2,2-dicyclohexylethyl)piperidine",Perhexiline,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H35NO2/c1-3-20(4-2)15-16-22-18(21)19(13-9-6-10-14-19)17-11-7-5-8-12-17/h17H,3-16H2,1-2H3",R14_ghose_2012:494|R23_gupta_2019:519|R51_doninger_2002:37,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,3042.0,2-(diethylamino)ethyl 1-cyclohexylcyclohexane-1-carboxylate,Dicyclomine Hydrochloride|Dicyclomine,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H37N5O7/c1-19(27)7-28-18(13(26)16(19)24-2)31-15-11(23)5-10(22)14(12(15)25)30-17-9(21)4-3-8(6-20)29-17/h3,9-18,24-27H,4-7,20-23H2,1-2H3/t9-,10+,11-,12+,13-,14-,15+,16-,17-,18-,19+/m1/s1",R6_adenot_2004:129,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,36119.0,"(2R,3R,4R,5R)-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[[(2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy]-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",Sisomicin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C20H12O5/c21-11-5-7-15-17(9-11)24-18-10-12(22)6-8-16(18)20(15)14-4-2-1-3-13(14)19(23)25-20/h1-10,21-22H",R14_ghose_2012:569|R23_gupta_2019:605,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,16850.0,"3',6'-dihydroxyspiro[2-benzofuran-3,9'-xanthene]-1-one",Fluorescein,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C20H14ClN3O/c21-16-7-6-15(12-17(16)25)19-18(13-8-10-22-11-9-13)23-20(24-19)14-4-2-1-3-5-14/h1-12,25H,(H,23,24)",R26_chico_2009:400,Oc1cc(-c2nc(-c3ccccc3)[nH]c2-c2ccncc2)ccc1Cl,9950176.0,2-chloro-5-(2-phenyl-5-pyridin-4-yl-1H-imidazol-4-yl)phenol,"Takle-2; L-779,450|2-Chloro-5-(2-Phenyl-5-(Pyridin-4-Yl)-1H-Imidazol-4-Yl)Phenol",-1.0,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C20H14O4/c21-15-9-5-13(6-10-15)20(14-7-11-16(22)12-8-14)18-4-2-1-3-17(18)19(23)24-20/h1-12,21-22H",R14_ghose_2012:767|R51_doninger_2002:109,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,4764.0,"3,3-bis(4-hydroxyphenyl)-2-benzofuran-1-one",Phenolphthalein,,No LogBB values,BBB-,BBB+/BBB- group C
